"External ID","Display Name"
"__export__.product_category_1093","Industrias Donsson / Materia Prima / Importado / Inyeccion"
"__export__.product_category_1131","Industrias Donsson / Materia Prima / Importado / Inyeccion / C AND M ISOCIANATO"
"__export__.product_category_1094","Industrias Donsson / Materia Prima / Importado / Inyeccion / C AND M POLIOL"
"__export__.product_category_1121","Industrias Donsson / Materia Prima / Importado / Tapa Metalica"
"__export__.product_category_1120","Industrias Donsson / Materia Prima / Importado / Tapa Metalica / C and M Tapa Metalica"
"__export__.product_category_1107","Industrias Donsson / Materia Prima / Importado / Tapa Plastica"
"__export__.product_category_1108","Industrias Donsson / Materia Prima / Importado / Tapa Plastica / C and M Tapa plastica"
"__export__.product_category_837","Industrias Donsson / Materia Prima / Local"
"__export__.product_category_986","Industrias Donsson / Materia Prima / Local / Embalaje"
"__export__.product_category_1032","Industrias Donsson / Materia Prima / Local / Embalaje / JOGLOSMY TAPA PLASTICA"
"__export__.product_category_852","Industrias Donsson / Materia Prima / Local / Corte"
"__export__.product_category_859","Industrias Donsson / Materia Prima / Local / Corte / Andina Malla Plastica"
"__export__.product_category_853","Industrias Donsson / Materia Prima / Local / Corte / Colmallas Malla Expandida"
"__export__.product_category_854","Industrias Donsson / Materia Prima / Local / Corte / Gral Malla Expandida"
"__export__.product_category_858","Industrias Donsson / Materia Prima / Local / Corte / Hierros Lamina"
"__export__.product_category_1091","Industrias Donsson / Materia Prima / Local / Corte / Manufacturado"
"__export__.product_category_1063","Industrias Donsson / Materia Prima / Local / Corte / Servicio Corte de Malla"
"__export__.product_category_867","Industrias Donsson / Materia Prima / Local / Corte / Termoplas Poliestileno"
"__export__.product_category_838","Industrias Donsson / Materia Prima / Local / Embalaje"
"__export__.product_category_989","Industrias Donsson / Materia Prima / Local / Embalaje / Consumible"
"__export__.product_category_844","Industrias Donsson / Materia Prima / Local / Embalaje / Cartones America Caja"
"__export__.product_category_839","Industrias Donsson / Materia Prima / Local / Embalaje / Empafilter Anillo"
"__export__.product_category_840","Industrias Donsson / Materia Prima / Local / Embalaje / Empafilter Arandela "
"__export__.product_category_846","Industrias Donsson / Materia Prima / Local / Embalaje / Empafilter Empaque"
"__export__.product_category_850","Industrias Donsson / Materia Prima / Local / Embalaje / Incap Pegante"
"__export__.product_category_849","Industrias Donsson / Materia Prima / Local / Embalaje / Incap"
"__export__.product_category_845","Industrias Donsson / Materia Prima / Local / Embalaje / Joglosmy Corona"
"__export__.product_category_1099","Industrias Donsson / Materia Prima / Local / Embalaje / Jowat Hotmelt"
"__export__.product_category_843","Industrias Donsson / Materia Prima / Local / Embalaje / Lacorpack Caja"
"__export__.product_category_842","Industrias Donsson / Materia Prima / Local / Embalaje / Otros Caja"
"__export__.product_category_847","Industrias Donsson / Materia Prima / Local / Embalaje / Otros Corona"
"__export__.product_category_841","Industrias Donsson / Materia Prima / Local / Embalaje / Petrolene Bolsa Plastica"
"__export__.product_category_848","Industrias Donsson / Materia Prima / Local / Embalaje / Spinq Hotmelt"
"__export__.product_category_851","Industrias Donsson / Materia Prima / Local / Embalaje / Universal Empaque"
"__export__.product_category_869_1","Industrias Donsson / Materia Prima / Local / Externos"
"__export__.product_category_994","Industrias Donsson / Materia Prima / Local / Externos / Costura"
"__export__.product_category_993","Industrias Donsson / Materia Prima / Local / Externos / Otros Tapas"
"__export__.product_category_875","Industrias Donsson / Materia Prima / Local / Externos / Ingezinc Zincado"
"__export__.product_category_870","Industrias Donsson / Materia Prima / Local / Externos / Otros Doblado"
"__export__.product_category_871","Industrias Donsson / Materia Prima / Local / Externos / Otros Flanche"
"__export__.product_category_1048","Industrias Donsson / Materia Prima / Local / Externos / otros Pintura Carcasa"
"__export__.product_category_872","Industrias Donsson / Materia Prima / Local / Externos / Otros Soldadura"
"__export__.product_category_873","Industrias Donsson / Materia Prima / Local / Externos / Otros Tapas"
"__export__.product_category_876","Industrias Donsson / Materia Prima / Local / Externos / Otros Troquelado"
"__export__.product_category_874","Industrias Donsson / Materia Prima / Local / Externos / Tgi Tornillo"
"__export__.product_category_1005_1","Industrias Donsson / Materia Prima / Local / Imprometal Tapas"
"__export__.product_category_864","Industrias Donsson / Materia Prima / Local / Inyeccion"
"__export__.product_category_868","Industrias Donsson / Materia Prima / Local / Inyeccion / Cimpa Cloruro"
"__export__.product_category_1026","Industrias Donsson / Materia Prima / Local / Inyeccion / Lumos Isocianato"
"__export__.product_category_1027","Industrias Donsson / Materia Prima / Local / Inyeccion / Lumos Poliol"
"__export__.product_category_866","Industrias Donsson / Materia Prima / Local / Inyeccion / Olaflex Isocianato"
"__export__.product_category_865","Industrias Donsson / Materia Prima / Local / Inyeccion / Olaflex Poliol"
"__export__.product_category_860","Industrias Donsson / Materia Prima / Local / Plisado"
"__export__.product_category_991","Industrias Donsson / Materia Prima / Local / Plisado / Niver"
"__export__.product_category_1127","Industrias Donsson / Materia Prima / Local / Plisado / Esp Filters"
"__export__.product_category_992","Industrias Donsson / Materia Prima / Local / Plisado / Incap"
"__export__.product_category_861","Industrias Donsson / Materia Prima / Local / Plisado / J & M textil Entretela"
"__export__.product_category_862","Industrias Donsson / Materia Prima / Local / Plisado / Polimeros y Derivados Papel"
"__export__.product_category_1117","Industrias Donsson / MUESTRA COMERCIAL"
"__export__.product_category_881","Industrias Donsson / Refrigerante"
"__export__.product_category_882","Industrias Donsson / Refrigerante / Local"
"__export__.product_category_883","Industrias Donsson / Refrigerante / Local / Enfriamiento"
"__export__.product_category_1106","Industrias Donsson / Refrigerante / Local / Enfriamiento / Hidrotecnik"
"__export__.product_category_884","Industrias Donsson / Refrigerante / Local / Enfriamiento / Tekquimica"
"__export__.product_category_1124","Industrias Donsson / ADMINISTRATIVO - REINT. OTROS COSTOS Y GASTOS"
"__export__.product_category_999","Industrias Donsson / ADMINISTRATIVO - Residuos Solidos"
"__export__.product_category_955","Industrias Donsson / Servicios Cambio de Aceite"
"__export__.product_category_965","Industrias Donsson / Servicios Cambio de Aceite / Gastos de Ventas"
"__export__.product_category_966","Industrias Donsson / Servicios Cambio de Aceite / Gastos de Producción"
"__export__.product_category_956","Industrias Donsson / Servicios Cambio de Aceite / Gastos Administrativos"
"__export__.product_category_960","Industrias Donsson / Servicios Cambio de Aceite / Cambio de Aceite"
"__export__.product_category_1047","Industrias Donsson / ADMINISTRATIVO - VENTA ACTIVOS FIJOS"
"__export__.product_category_1118","Industrias Donsson / VENTA SERVICIOS"
"__export__.product_category_964","Servicios de Venta"
"__export__.product_category_968","SERVICIOS COMPRAS"
"__export__.product_category_1116","SERVICIOS COMPRAS / ASEO"
"__export__.product_category_1115","SERVICIOS COMPRAS / CAFETERIA"
"__export__.product_category_1114","SERVICIOS COMPRAS / PAPELERIA"
"__export__.product_category_969","SERVICIOS COMPRAS / ADMINISTRATIVO - OTROS SERVICIOS"
"__export__.product_category_972","MANTENIMIENTO"
"__export__.product_category_979","Industrias Donsson / Consumibles / EPPS"
"__export__.product_category_983","Industrias Donsson / Materia Prima / Local / Inyeccion / Olaflex o"
"__export__.product_category_984","Industrias Donsson / Materia Prima / Local / Inyeccion / Olaflex otros"
"__export__.product_category_978","ADMINISTRATIVO - Elementos de Mercadeo"
"__export__.product_category_1003","Franig Aceite Elemento"
"__export__.product_category_908","Filcenter Aire Cuadrado"
"__export__.product_category_922","Filcenter Aire Redondo"
"__export__.product_category_1001","Franig Combustible Elemento"
"__export__.product_category_924","Filcenter Combustible Elemento"
"__export__.product_category_869","Externos"
"__export__.product_category_1005","Imprometal Tapas"
"__export__.product_category_1002","Niponautos Aceite Sellado"
"__export__.product_category_1025","COSTOS DE PRODUCCION"
"__export__.product_category_1028","racor"
"__export__.product_category_1042","STEWART CARCA"
"hr_expense.cat_expense","Gastos"
