sucursal_nombre,producto_marca,product_name,producto_code,clasificacion,stock_actual,inventario_ideal,producto_costo_unitario,semana,ano
MEDELLIN,BALDWIN,BAB02856125,125 RS3734,C,0,0,40133.96,34,2025
MEDELLIN,BALDWIN,BAB02832125,125 RS3733,C,0,0,35897.18,34,2025
MEDELLIN,BALDWIN,BAE08112125,125 RS3730,C,0,0,127821.0,34,2025
MEDELLIN,BALDWIN,BAB04887125,125 RS3729,C,0,0,26822.86,34,2025
MEDELLIN,BALDWIN,BAB02887125,125 RS3728,C,0,0,57759.92,34,2025
MEDELLIN,BALDWIN,BAB08069125,125 RS3727,C,0,0,50021.0,34,2025
MEDELLIN,BALDWIN,BAE02015125,125 RS3724,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAB04941125,125 RS3719,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAB02941125,125 RS3718,C,0,0,179079.0,34,2025
MEDELLIN,BALDWIN,BAB04690125,125 RS3717,C,0,1,28362.69,34,2025
MEDELLIN,BALDWIN,BAB02738125,125 RS3715,C,0,1,11253.17,34,2025
MEDELLIN,BALDWIN,BAE02969125,125 RS3710,C,0,0,66894.0,34,2025
MEDELLIN,BALDWIN,BAE04671125,125 RS3705,C,0,0,24137.0,34,2025
MEDELLIN,BALDWIN,BAE02671125,125 RS3704,C,0,1,53900.0,34,2025
MEDELLIN,BALDWIN,BAE04014125,125 RS3701,C,0,0,80369.0,34,2025
MEDELLIN,BALDWIN,BAE02014125,125 RS3700,C,0,0,201354.0,34,2025
MEDELLIN,BALDWIN,BAB12772125,125 RS3549,C,0,0,25551.66,34,2025
MEDELLIN,BALDWIN,BAB02702125,125 RS3548,C,0,1,21675.67,34,2025
MEDELLIN,BALDWIN,BAB02570125,125 RS3544,C,0,0,27728.35,34,2025
MEDELLIN,BALDWIN,BAB04666125,125 RS3543,C,0,0,9168.06,34,2025
MEDELLIN,BALDWIN,BAB02666125,125 RS3542,C,0,0,21508.32,34,2025
MEDELLIN,BALDWIN,BAB04546125,125 RS3541,C,0,0,21963.46,34,2025
MEDELLIN,BALDWIN,BAB02546125,125 RS3540,C,0,0,39955.09,34,2025
MEDELLIN,BALDWIN,BAB02768125,125 RS3539,C,0,0,174810.74,34,2025
MEDELLIN,BALDWIN,BAB02783125,125 RS3538,C,0,1,49085.67,34,2025
MEDELLIN,BALDWIN,BAB04783125,125 RS3535,C,0,0,19544.67,34,2025
MEDELLIN,BALDWIN,BAB04654125,125 RS3531,C,0,0,19178.57,34,2025
MEDELLIN,BALDWIN,BAB02654125,125 RS3530,C,0,0,45645.53,34,2025
MEDELLIN,BALDWIN,BAE04524125,125 RS3519,C,0,0,78293.0,34,2025
MEDELLIN,BALDWIN,BAB02690125,125 RS3517,C,0,0,35799.9,34,2025
MEDELLIN,BALDWIN,BAB08087125,125 RS3516,C,0,0,111988.0,34,2025
MEDELLIN,BALDWIN,BAB09030125,125 RS3515,C,0,0,50852.39,34,2025
MEDELLIN,BALDWIN,BAB08030125,125 RS3514,C,0,0,63545.3,34,2025
MEDELLIN,BALDWIN,BAB02967125,125 RS3512,C,0,0,65910.0,34,2025
MEDELLIN,BALDWIN,BAB04689125,125 RS3511,C,0,0,68300.0,34,2025
MEDELLIN,BALDWIN,BAB02689125,125 RS3510,C,0,1,79100.0,34,2025
MEDELLIN,BALDWIN,BAB04639125,125 RS3509,C,0,0,35745.33,34,2025
MEDELLIN,BALDWIN,BAB02639125,125 RS3508,C,0,0,43355.65,34,2025
MEDELLIN,BALDWIN,BAB04688125,125 RS3507,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAB02688125,125 RS3506,C,0,1,34611.2,34,2025
MEDELLIN,BALDWIN,BAB04598125,125 RS3505,C,0,0,27235.33,34,2025
MEDELLIN,BALDWIN,BAB02598125,125 RS3504,C,0,0,39304.55,34,2025
MEDELLIN,BALDWIN,BAB04640125,125 RS3503,C,0,0,23221.23,34,2025
MEDELLIN,BALDWIN,BAB02640125,125 RS3502,C,0,0,31639.76,34,2025
MEDELLIN,BALDWIN,BAB04547125,125 RS3501,C,0,0,59660.0,34,2025
MEDELLIN,BALDWIN,BAB02547125,125 RS2863,C,2,0,66793.68,34,2025
MEDELLIN,BALDWIN,BHE10022125,125 PT98MPG,C,0,1,1.0,34,2025
MEDELLIN,BALDWIN,BHE00022125,125 PT9810,C,0,1,38849.57,34,2025
MEDELLIN,BALDWIN,BHE00875125,125 PT9555,C,0,1,21506.79,34,2025
MEDELLIN,BALDWIN,BHE00826125,125 PT9554MPG,C,0,0,203300.0,34,2025
MEDELLIN,BALDWIN,BHE00201125,125 PT951,C,0,0,20032.32,34,2025
MEDELLIN,BALDWIN,BHE00880125,125 PT9445MPG,C,0,0,283019.73,34,2025
MEDELLIN,BALDWIN,BHE00860125,125 PT9429MPG,C,4,0,124425.59,34,2025
MEDELLIN,BALDWIN,BHE00813125,125 PT9425MPG,C,0,0,85128.24,34,2025
MEDELLIN,BALDWIN,BHE00837125,125 PT9424,C,0,1,51235.92,34,2025
MEDELLIN,BALDWIN,BHE00794125,125 PT9420MPG,C,0,0,126430.39,34,2025
MEDELLIN,BALDWIN,BHE00752125,125 PT9418,C,1,0,38566.94,34,2025
MEDELLIN,BALDWIN,BHE00876125,125 PT9416MPGKIT,C,0,0,111698.0,34,2025
MEDELLIN,BALDWIN,BHE10687125,125 PT9411MPG,C,1,0,151068.36,34,2025
MEDELLIN,BALDWIN,BHE00835125,125 PT9409MPG,C,0,0,162163.62,34,2025
MEDELLIN,BALDWIN,BHE00744125,125 PT9407MPG,C,2,1,129348.13,34,2025
MEDELLIN,BALDWIN,BHE00867125,125 PT9399MPG,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00815125,125 PT9394MPG,C,0,0,36475.74,34,2025
MEDELLIN,BALDWIN,BHE00891125,125 PT9390MPG,C,0,0,267628.0,34,2025
MEDELLIN,BALDWIN,BHE00821125,125 PT9384MPG,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00673125,125 PT9380MPG,C,0,0,72304.0,34,2025
MEDELLIN,BALDWIN,BHE00793125,125 PT9357,C,0,0,104026.64,34,2025
MEDELLIN,BALDWIN,BHE00688125,125 PT9352,C,0,1,166406.48,34,2025
MEDELLIN,BALDWIN,BHE00658125,125 PT9330MPG,C,2,0,128288.73,34,2025
MEDELLIN,BALDWIN,BHE10884125,125 PT9315KIT,C,0,0,69010.33,34,2025
MEDELLIN,BALDWIN,BHE00674125,125 PT9290MPG,C,0,1,254568.0,34,2025
MEDELLIN,BALDWIN,BHE00866125,125 PT9248,C,0,0,58358.69,34,2025
MEDELLIN,BALDWIN,BHE10865125,125 PT9237,C,0,0,40025.0,34,2025
MEDELLIN,BALDWIN,BHE00741125,125 PT9225,C,0,0,18767.51,34,2025
MEDELLIN,BALDWIN,BHE00825125,125 PT9212,C,0,0,172157.67,34,2025
MEDELLIN,BALDWIN,BHE00873125,125 PT9207,C,0,0,27323.55,34,2025
MEDELLIN,BALDWIN,BHE00204125,125 PT9191,C,0,0,169967.56,34,2025
MEDELLIN,BALDWIN,BHE00214125,125 PT9189,C,0,0,142338.2,34,2025
MEDELLIN,BALDWIN,BHE00776125,125 PT9186,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00890125,125 PT9181,C,3,0,65416.15,34,2025
MEDELLIN,BALDWIN,BHE00865125,125 PT9167,C,0,0,14949.59,34,2025
MEDELLIN,BALDWIN,BHE00784125,125 PT9162,C,1,0,232294.33,34,2025
MEDELLIN,BALDWIN,BHE00247125,125 PT9152,C,0,0,12654.22,34,2025
MEDELLIN,BALDWIN,BHE00870125,125 PT9145,C,0,0,147765.67,34,2025
MEDELLIN,BALDWIN,BHE00739125,125 PT9144,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00719125,125 PT9131,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00323125,125 PT8980MPG,C,0,0,352742.67,34,2025
MEDELLIN,BALDWIN,BHE00831125,125 PT8974MPG,C,0,0,42464.0,34,2025
MEDELLIN,BALDWIN,BHE00819125,125 PT8971MPG,C,0,0,401198.5,34,2025
MEDELLIN,BALDWIN,BHE10718125,125 PT8958MPG,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00864125,125 PT8954MPG,C,0,0,139703.0,34,2025
MEDELLIN,BALDWIN,BHE00754125,125 PT8947MPG,C,0,0,229358.93,34,2025
MEDELLIN,BALDWIN,BHE00792125,125 PT8945MPG,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00769125,125 PT8939MPG,C,0,0,124631.66,34,2025
MEDELLIN,BALDWIN,BHE00015125,125 PT89,C,0,0,29964.31,34,2025
MEDELLIN,BALDWIN,BLE00099125,125 PT88HD,C,4,0,32043.89,34,2025
MEDELLIN,BALDWIN,BHE00789125,125 PT8891MPG,C,0,0,173530.73,34,2025
MEDELLIN,BALDWIN,BHS00760125,125 PT8889,C,0,1,24898.31,34,2025
MEDELLIN,BALDWIN,BHE00842125,125 PT8888,C,0,0,8455.66,34,2025
MEDELLIN,BALDWIN,BHE00845125,125 PT8887,C,0,0,173669.15,34,2025
MEDELLIN,BALDWIN,BHE10156125,125 PT8506MPG,C,0,0,62749.79,34,2025
MEDELLIN,BALDWIN,BHE10064125,125 PT8496MPG,C,0,0,82448.0,34,2025
MEDELLIN,BALDWIN,BHE00097125,125 PT84910,C,0,0,25253.0,34,2025
MEDELLIN,BALDWIN,BHE00712125,125 PT8478,C,1,0,179706.15,34,2025
MEDELLIN,BALDWIN,BHE00829125,125 PT8461,C,1,0,51780.53,34,2025
MEDELLIN,BALDWIN,BHE00309125,125 PT8459,C,2,0,22894.1,34,2025
MEDELLIN,BALDWIN,BHE00859125,125 PT8456MPG,C,0,0,167599.0,34,2025
MEDELLIN,BALDWIN,BHE00743125,125 PT8455MPG,C,0,0,253205.37,34,2025
MEDELLIN,BALDWIN,BHE00742125,125 PT8451MPG,C,0,0,77002.51,34,2025
MEDELLIN,BALDWIN,BHE00889125,125 PT8446MPG,C,0,0,227707.26,34,2025
MEDELLIN,BALDWIN,BHE00871125,125 PT8419,C,0,0,115826.0,34,2025
MEDELLIN,BALDWIN,BHE10238125,125 PT8414MPG,C,0,1,178889.6,34,2025
MEDELLIN,BALDWIN,BHE00285125,125 PT8411,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00183125,125 PT8408,C,0,0,26695.31,34,2025
MEDELLIN,BALDWIN,BHE00768125,125 PT8404MPG,C,0,0,68009.42,34,2025
MEDELLIN,BALDWIN,BHE00644125,125 PT8403MPG,C,2,0,89320.0,34,2025
MEDELLIN,BALDWIN,BHE00306125,125 PT8400MPG,C,0,0,153995.69,34,2025
MEDELLIN,BALDWIN,BHE10083125,125 PT83MPG,C,0,0,107954.34,34,2025
MEDELLIN,BALDWIN,BHE00442125,125 PT8387,C,0,0,145931.92,34,2025
MEDELLIN,BALDWIN,BHE00640125,125 PT8385,C,0,1,98674.42,34,2025
MEDELLIN,BALDWIN,BHE00717125,125 PT8383,C,0,0,148076.98,34,2025
MEDELLIN,BALDWIN,BHE00841125,125 PT8372,C,0,0,17038.35,34,2025
MEDELLIN,BALDWIN,BHE00846125,125 PT8370MPG,C,0,0,27242.34,34,2025
MEDELLIN,BALDWIN,BHE00349125,125 PT8361,C,0,0,165682.42,34,2025
MEDELLIN,BALDWIN,BHE00315125,125 PT8359,C,0,0,55669.11,34,2025
MEDELLIN,BALDWIN,BHE00791125,125 PT8355,C,0,0,10875.8,34,2025
MEDELLIN,BALDWIN,BHE00213125,125 PT8353,C,0,0,93847.03,34,2025
MEDELLIN,BALDWIN,BHE00181125,125 PT8352,C,0,0,14423.26,34,2025
MEDELLIN,BALDWIN,BHE00763125,125 PT8341,C,0,1,29318.7,34,2025
MEDELLIN,BALDWIN,BLE00618125,125 PT8335,C,0,0,48044.5,34,2025
MEDELLIN,BALDWIN,BLE00817125,125 PT8334,C,0,0,136115.0,34,2025
MEDELLIN,BALDWIN,BHE00684125,125 PT8330MPG,C,0,0,81541.72,34,2025
MEDELLIN,BALDWIN,BHE00283125,125 PT766,C,0,0,71205.0,34,2025
MEDELLIN,BALDWIN,BHE00262125,125 PT764,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE10197125,125 PT763,C,0,0,87839.0,34,2025
MEDELLIN,BALDWIN,BHE10189125,125 PT76010,C,0,0,15737.57,34,2025
MEDELLIN,BALDWIN,BHE00669125,125 PT757,C,0,0,85938.83,34,2025
MEDELLIN,BALDWIN,BHE00197125,125 PT752,C,0,0,78924.0,34,2025
MEDELLIN,BALDWIN,BHE00549125,125 PT751,C,0,0,100437.33,34,2025
MEDELLIN,BALDWIN,BHE00457125,125 PT728MPG,C,0,0,42087.47,34,2025
MEDELLIN,BALDWIN,BHE10198125,125 PT725MPG,C,0,0,69484.0,34,2025
MEDELLIN,BALDWIN,BHE00238125,125 PT722,C,0,0,127146.5,34,2025
MEDELLIN,BALDWIN,BHE00421125,125 PT708HD,C,0,0,38760.67,34,2025
MEDELLIN,BALDWIN,BHE00460125,125 PT685MPG,C,0,0,37042.22,34,2025
MEDELLIN,BALDWIN,BHE00666125,125 PT676,C,0,0,168082.67,34,2025
MEDELLIN,BALDWIN,BHE00032125,125 PT66HD,C,0,0,11541.65,34,2025
MEDELLIN,BALDWIN,BLE00094125,125 PT631,C,0,0,16994.54,34,2025
MEDELLIN,BALDWIN,BHE00368125,125 PT565,C,0,0,28417.01,34,2025
MEDELLIN,BALDWIN,BHE10301125,125 PT561,C,0,0,5336.39,34,2025
MEDELLIN,BALDWIN,BHE00162125,125 PT549,C,0,0,18734.25,34,2025
MEDELLIN,BALDWIN,BHE00115125,125 PT548,C,0,1,20465.0,34,2025
MEDELLIN,BALDWIN,BHE00156125,125 PT539,C,1,0,61709.64,34,2025
MEDELLIN,BALDWIN,BHE00607125,125 PT535,C,0,0,24744.85,34,2025
MEDELLIN,BALDWIN,BHE00154125,125 PT517,C,0,0,42658.64,34,2025
MEDELLIN,BALDWIN,BHE00155125,125 PT516,C,0,0,55475.33,34,2025
MEDELLIN,BALDWIN,BLE00383125,125 PT512,C,0,0,8739.47,34,2025
MEDELLIN,BALDWIN,BHE00313125,125 PT510,C,1,0,32023.86,34,2025
MEDELLIN,BALDWIN,BHE00150125,125 PT49810,C,0,0,43093.08,34,2025
MEDELLIN,BALDWIN,BHE00690125,125 PT493,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00896125,125 PT487,C,0,0,8327.16,34,2025
MEDELLIN,BALDWIN,BHE00131125,125 PT477,C,0,0,3635.11,34,2025
MEDELLIN,BALDWIN,BHE00138125,125 PT469,C,0,0,12871.0,34,2025
MEDELLIN,BALDWIN,BHE00494125,125 PT445MPG,C,0,0,56641.92,34,2025
MEDELLIN,BALDWIN,BHE00153125,125 PT441,C,0,0,65660.43,34,2025
MEDELLIN,BALDWIN,BHE00290125,125 PT401MPG,C,0,0,168870.43,34,2025
MEDELLIN,BALDWIN,BHE00196125,125 PT397,C,2,0,69536.86,34,2025
MEDELLIN,BALDWIN,BHE00301125,125 PT390MPG,C,4,0,79332.28,34,2025
MEDELLIN,BALDWIN,BHE00886125,125 PT386,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00660125,125 PT385,C,0,0,27303.15,34,2025
MEDELLIN,BALDWIN,BHE00703125,125 PT320MPG,C,2,0,1.0,34,2025
MEDELLIN,BALDWIN,BHE00833125,125 PT319MPG,C,0,0,170508.27,34,2025
MEDELLIN,BALDWIN,BHE00151125,125 PT288HD,C,0,0,38501.6,34,2025
MEDELLIN,BALDWIN,BHE00783125,125 PT277,C,0,0,8377.84,34,2025
MEDELLIN,BALDWIN,BHE00037125,125 PT275,C,0,0,8900.23,34,2025
MEDELLIN,BALDWIN,BHE00755125,125 PT268,C,0,0,26853.15,34,2025
MEDELLIN,BALDWIN,BHE10251125,125 PT258,C,0,0,36931.45,34,2025
MEDELLIN,BALDWIN,BHE00146125,125 PT213,C,0,0,43627.0,34,2025
MEDELLIN,BALDWIN,BHE10119125,125 PT207HD10,C,0,1,25156.17,34,2025
MEDELLIN,BALDWIN,BHE00119125,125 PT207HD,C,2,0,23100.04,34,2025
MEDELLIN,BALDWIN,BHE00054125,125 PT193,C,2,0,56362.01,34,2025
MEDELLIN,BALDWIN,BHE00359125,125 PT191,C,0,0,48262.31,34,2025
MEDELLIN,BALDWIN,BHE10009125,125 PT189MPG,C,0,0,64504.2,34,2025
MEDELLIN,BALDWIN,BHE00198125,125 PT13910,C,0,0,12653.06,34,2025
MEDELLIN,BALDWIN,BLE00123125,125 PT108,C,0,0,7842.03,34,2025
MEDELLIN,BALDWIN,BVJ00210125,125 PKG412,C,0,0,38118.96,34,2025
MEDELLIN,BALDWIN,BVJ00205125,125 PKG411,C,0,0,12866.17,34,2025
MEDELLIN,BALDWIN,BVJ00204125,125 PKG406W,C,0,0,2416.5,34,2025
MEDELLIN,BALDWIN,BVJ00202125,125 PKG405,C,0,0,8114.0,34,2025
MEDELLIN,BALDWIN,BVJ00201125,125 PKG402,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BVJ00200125,125 PKG401,C,0,0,89795.33,34,2025
MEDELLIN,BALDWIN,BVJ00199125,125 PKG400,C,0,0,22770.9,34,2025
MEDELLIN,BALDWIN,BHX00213125,125 PG1326,C,0,0,16871.05,34,2025
MEDELLIN,BALDWIN,BCE00901125,125 PF9911,C,3,0,32972.16,34,2025
MEDELLIN,BALDWIN,BCE00879125,125 PF9870,C,0,0,84409.55,34,2025
MEDELLIN,BALDWIN,BCS10287125,125 PF9868,C,0,1,21644.83,34,2025
MEDELLIN,BALDWIN,BCE00888125,125 PF9814,C,0,1,50918.0,34,2025
MEDELLIN,BALDWIN,BCE00028125,125 PF950,C,0,0,25914.0,34,2025
MEDELLIN,BALDWIN,BCE10775125,125 PF937,C,0,0,10347.94,34,2025
MEDELLIN,BALDWIN,BCE00167125,125 PF916,C,0,0,12385.46,34,2025
MEDELLIN,BALDWIN,BCE00869125,125 PF907,C,0,0,3820.62,34,2025
MEDELLIN,BALDWIN,BCE00084125,125 PF906,C,0,0,18202.05,34,2025
MEDELLIN,BALDWIN,BCE00073125,125 PF902,C,0,0,13218.76,34,2025
MEDELLIN,BALDWIN,BCE00207125,125 PF893,C,0,0,1505.5,34,2025
MEDELLIN,BALDWIN,BCE00093125,125 PF846,C,0,0,27279.57,34,2025
MEDELLIN,BALDWIN,BCE10073125,125 PF845,C,0,0,3354.46,34,2025
MEDELLIN,BALDWIN,BCE00057125,125 PF821S,C,0,0,3460.49,34,2025
MEDELLIN,BALDWIN,BCE00043125,125 PF811,C,0,0,16602.01,34,2025
MEDELLIN,BALDWIN,BCE10632125,125 PF7977,C,0,0,26688.2,34,2025
MEDELLIN,BALDWIN,BCE00854125,125 PF7974,C,0,0,33584.0,34,2025
MEDELLIN,BALDWIN,BCE00863125,125 PF7973,C,0,1,82477.92,34,2025
MEDELLIN,BALDWIN,BCE00850125,125 PF7939,C,0,1,33365.98,34,2025
MEDELLIN,BALDWIN,BCE10727125,125 PF7934KIT,C,0,0,99413.26,34,2025
MEDELLIN,BALDWIN,BCE00894125,125 PF7916,C,0,0,44917.46,34,2025
MEDELLIN,BALDWIN,BCE00899125,125 PF7896,C,6,0,53407.68,34,2025
MEDELLIN,BALDWIN,BCE00126125,125 PF7890,C,0,0,8164.8,34,2025
MEDELLIN,BALDWIN,BCE30128125,125 PF788930,C,0,0,13569.3,34,2025
MEDELLIN,BALDWIN,BCE00128125,125 PF7889,C,0,1,19389.82,34,2025
MEDELLIN,BALDWIN,BCE00902125,125 PF7878,C,0,1,35989.97,34,2025
MEDELLIN,BALDWIN,BCE00897125,125 PF7852KIT,C,0,0,29708.59,34,2025
MEDELLIN,BALDWIN,BCE00775125,125 PF7830,C,0,0,74086.0,34,2025
MEDELLIN,BALDWIN,BCE00853125,125 PF7828,C,0,0,87206.5,34,2025
MEDELLIN,BALDWIN,BCE00852125,125 PF7826,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BCE00851125,125 PF7819,C,0,0,1929.05,34,2025
MEDELLIN,BALDWIN,BCE00758125,125 PF7799,C,0,0,61647.83,34,2025
MEDELLIN,BALDWIN,BCE00772125,125 PF7779,C,2,0,39362.73,34,2025
MEDELLIN,BALDWIN,BCE00632125,125 PF7777,C,3,0,34465.58,34,2025
MEDELLIN,BALDWIN,BCE00737125,125 PF7755,C,0,0,30806.31,34,2025
MEDELLIN,BALDWIN,BCE00746125,125 PF7751,C,2,1,49218.46,34,2025
MEDELLIN,BALDWIN,BCE00550125,125 PF7733,C,0,0,12612.21,34,2025
MEDELLIN,BALDWIN,BCE00823125,125 PF7718,C,0,0,9224.26,34,2025
MEDELLIN,BALDWIN,BCE00603125,125 PF7680,C,4,0,24395.69,34,2025
MEDELLIN,BALDWIN,BCE00514125,125 PF7678,C,0,0,32523.52,34,2025
MEDELLIN,BALDWIN,BCE00329125,125 PF7655,C,0,1,42307.48,34,2025
MEDELLIN,BALDWIN,BCE00336125,125 PF594,C,0,1,8486.09,34,2025
MEDELLIN,BALDWIN,BCE00116125,125 PF316,C,0,0,68023.7,34,2025
MEDELLIN,BALDWIN,BCE00166125,125 PF312,C,0,0,44646.0,34,2025
MEDELLIN,BALDWIN,BCE10900125,125 PE5271,C,0,0,129794.71,34,2025
MEDELLIN,BALDWIN,BAE51053125,125 PA649,C,0,0,10500.0,34,2025
MEDELLIN,BALDWIN,BAE02039125,125 PA641,C,0,0,22672.18,34,2025
MEDELLIN,BALDWIN,BAE51059125,125 PA631,C,0,0,5321.64,34,2025
MEDELLIN,BALDWIN,BAE05029125,125 PA615,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAC00128125,125 PA5696,C,0,0,95078.29,34,2025
MEDELLIN,BALDWIN,DAC00125125,125 PA5649,C,0,0,12911.0,34,2025
MEDELLIN,BALDWIN,BAC00112125,125 PA5623,C,2,0,65722.9,34,2025
MEDELLIN,BALDWIN,BAC00119125,125 PA5621,C,1,1,183954.51,34,2025
MEDELLIN,BALDWIN,BAC00111125,125 PA5581,C,2,0,56122.66,34,2025
MEDELLIN,BALDWIN,BAS07824125,125 PA5505,C,0,0,181483.0,34,2025
MEDELLIN,BALDWIN,BAE09012125,125 PA5504,C,0,0,7943.25,34,2025
MEDELLIN,BALDWIN,BAE08012125,125 PA5503,C,0,0,39286.0,34,2025
MEDELLIN,BALDWIN,BAR09056125,125 RS5783,C,0,0,46593.06,34,2025
MEDELLIN,BALDWIN,BAR08056125,125 RS5782,C,0,0,56673.0,34,2025
MEDELLIN,BALDWIN,BAS07826125,125 PA5491,C,0,0,155917.33,34,2025
MEDELLIN,BALDWIN,BAC00118125,125 PA5482,C,0,0,38323.0,34,2025
MEDELLIN,BALDWIN,BAE06003125,125 PA5454,C,0,0,263961.5,34,2025
MEDELLIN,BALDWIN,BAR02996125,125 PA5425,C,0,0,62312.41,34,2025
MEDELLIN,BALDWIN,BAE09066125,125 PA5418,C,0,0,230921.77,34,2025
MEDELLIN,BALDWIN,BAC00109125,125 PA5404,C,0,0,60275.66,34,2025
MEDELLIN,BALDWIN,BAE08097125,125 PA5388,C,0,0,31102.34,34,2025
MEDELLIN,BALDWIN,BAC00045125,125 PA5363,C,2,0,127692.41,34,2025
MEDELLIN,BALDWIN,BAE61090125,125 PA5353,C,0,0,7678.14,34,2025
MEDELLIN,BALDWIN,BAC00102125,125 PA5340,C,8,0,87629.32,34,2025
MEDELLIN,BALDWIN,BAE08073125,125 PA5323,C,0,0,82881.17,34,2025
MEDELLIN,BALDWIN,BAC00044125,125 PA5317,C,0,0,120789.91,34,2025
MEDELLIN,BALDWIN,BAE02004125,125 PA5316,C,0,1,55625.0,34,2025
MEDELLIN,BALDWIN,BAB08005125,125 PA5311,C,2,0,30462.71,34,2025
MEDELLIN,BALDWIN,BAC00083125,125 PA5310,C,1,0,74394.39,34,2025
MEDELLIN,BALDWIN,BAR02618125,125 PA5303,C,0,0,438543.5,34,2025
MEDELLIN,BALDWIN,BAS02617125,125 PA5302,C,0,1,316929.3,34,2025
MEDELLIN,BALDWIN,BAE06730125,125 PA5300,C,0,0,49477.0,34,2025
MEDELLIN,BALDWIN,BAC00042125,125 PA4991,C,2,0,111895.04,34,2025
MEDELLIN,BALDWIN,BAE03750125,125 PA4984FN,C,0,0,52021.81,34,2025
MEDELLIN,BALDWIN,BAE04750125,125 PA4983,C,0,1,17475.87,34,2025
MEDELLIN,BALDWIN,BAE04893125,125 PA4961,C,0,1,130050.0,34,2025
MEDELLIN,BALDWIN,BAC00038125,125 PA4956,C,0,0,17464.5,34,2025
MEDELLIN,BALDWIN,BAC04945125,125 PA4945,C,0,0,45703.73,34,2025
MEDELLIN,BALDWIN,BAC00108125,125 PA4858,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAC00069125,125 PA4857,C,2,0,32535.58,34,2025
MEDELLIN,BALDWIN,BAE05001125,125 PA4758,C,0,1,90836.27,34,2025
MEDELLIN,BALDWIN,BAE10390125,125 PA4754,C,0,0,17351.0,34,2025
MEDELLIN,BALDWIN,DAE01086125,125 PA4707,C,0,0,135536.0,34,2025
MEDELLIN,BALDWIN,BAR09046125,125 PA4704,C,0,0,130342.75,34,2025
MEDELLIN,BALDWIN,DAE04988125,125 PA4701,C,0,1,46407.76,34,2025
MEDELLIN,BALDWIN,BAE08105125,125 PA4653,C,0,0,286421.0,34,2025
MEDELLIN,BALDWIN,BAC00092125,125 PA4652,C,0,1,80794.56,34,2025
MEDELLIN,BALDWIN,BAE03001125,125 PA4640FN,C,3,0,110178.0,34,2025
MEDELLIN,BALDWIN,BAE04736125,125 PA4633,C,0,1,82043.17,34,2025
MEDELLIN,BALDWIN,BAE09096125,125 PA4625,C,0,0,52262.6,34,2025
MEDELLIN,BALDWIN,BAE08096125,125 PA4624,C,0,0,62638.86,34,2025
MEDELLIN,BALDWIN,BAC00114125,125 PA4567,C,0,0,28431.18,34,2025
MEDELLIN,BALDWIN,BAE06729125,125 PA4560,C,0,0,26220.15,34,2025
MEDELLIN,BALDWIN,BAE16729125,125 PA4559,C,0,0,12373.0,34,2025
MEDELLIN,BALDWIN,BAE01088125,125 PA4433,C,0,0,21331.62,34,2025
MEDELLIN,BALDWIN,BAE01070125,125 PA4397,C,0,0,7730.53,34,2025
MEDELLIN,BALDWIN,BAE01035125,125 PA4390,C,0,0,18449.68,34,2025
MEDELLIN,BALDWIN,BAE01018125,125 PA4362,C,0,0,6733.74,34,2025
MEDELLIN,BALDWIN,BAE61048125,125 PA4323,C,0,1,17983.46,34,2025
MEDELLIN,BALDWIN,BAE61050125,125 PA4322,C,0,0,1.0,34,2025
MEDELLIN,BALDWIN,BAE01069125,125 PA4318,C,1,0,58350.99,34,2025
MEDELLIN,BALDWIN,BAC00095125,125 PA4317,C,0,0,3936.01,34,2025
MEDELLIN,BALDWIN,BAE61047125,125 PA4316,C,0,0,9649.29,34,2025
MEDELLIN,BALDWIN,BAE01019125,125 PA4197,C,0,0,11262.1,34,2025
MEDELLIN,BALDWIN,BAE61049125,125 PA4176,C,0,0,18234.43,34,2025
MEDELLIN,BALDWIN,BAE08042125,125 PA4173,C,0,1,40276.33,34,2025
MEDELLIN,BALDWIN,BAE06535125,125 PA4171,C,0,0,11971.96,34,2025
MEDELLIN,BALDWIN,BAE61068125,125 PA4167,C,0,0,9197.65,34,2025
MEDELLIN,BALDWIN,BAE01017125,125 PA4163,C,0,0,6032.5,34,2025
MEDELLIN,BALDWIN,BAR02275125,125 PA4158,C,0,0,13101.47,34,2025
