sucursal_nombre,producto_marca,product_name,producto_code,clasificacion,stock_actual,inventario_ideal,producto_costo_unitario,semana,ano
CALLE 6,DONSSON,DAP08050025,025 DA8050,C,0,1,55434.87,34,2025
CALLE 6,OTROS,DLE00909115,115 WT-598010S,C,0,0,5740.75,34,2025
CALLE 6,OTROS,DCS00679139,139 GS679,C,0,0,10375.2,34,2025
CALLE 6,OTROS,DLE00634139,139 G634,C,0,0,8500.0,34,2025
CALLE 6,BALDWIN,BHE00966125,125 PT23544MPG,C,0,0,138026.92,34,2025
CALLE 6,BALDWIN,BAE01061125,125 PA4437,C,0,0,18521.14,34,2025
CALLE 6,OTROS,DAC00115020,020 DAC115,C,0,0,13200.0,34,2025
CALLE 6,OTROS,DAC00175020,020 DAC175,C,0,0,7464.0,34,2025
CALLE 6,OTROS,DAC00183020,020 DAC183,C,0,1,11916.24,34,2025
CALLE 6,OTROS,DAC00182020,020 DAC182,C,0,1,10676.92,34,2025
CALLE 6,OTROS,DAE05951122,122 KAF588,C,0,0,5149.19,34,2025
CALLE 6,RACOR USA,DCX30036138,138 500MAM30,C,0,0,455196.81,34,2025
CALLE 6,DONSSON,DAB12976025,025 DA2976A,C,0,1,40689.74,34,2025
CALLE 6,OTROS,DLE00963139,139 O2130,C,0,0,6602.4,34,2025
CALLE 6,OTROS,DAC00164139,139 A0711C,C,0,0,5598.0,34,2025
CALLE 6,BALDWIN,BAB08178125,125 RS30135,C,0,0,175862.0,34,2025
CALLE 6,BALDWIN,BHE00962125,125 PT23576MPG,C,1,0,44270.85,34,2025
CALLE 6,BALDWIN,BHS00716125,125 BT23543MPG,C,0,1,166380.5,34,2025
CALLE 6,BALDWIN,BCS00717125,125 BF9892D,C,0,0,63051.84,34,2025
CALLE 6,DONSSON,DAR08111025,025 DA8111,C,0,0,42055.69,34,2025
CALLE 6,BALDWIN,BHS00714125,125 BT23542MPG,C,0,0,185107.39,34,2025
CALLE 6,BALDWIN,BHS00713125,125 BT8474,C,0,0,21960.95,34,2025
CALLE 6,BALDWIN,BCS00712125,125 BF9840,C,0,0,8645.18,34,2025
CALLE 6,BALDWIN,BCS00711125,125 BF1384SP,C,0,0,62130.57,34,2025
CALLE 6,BALDWIN,BAC00181125,125 PA30044,C,0,1,9816.27,34,2025
CALLE 6,BALDWIN,BCS00710125,125 BF9827D,C,0,1,58864.07,34,2025
CALLE 6,BALDWIN,BAB09154125,125 RS5746,C,0,0,48461.69,34,2025
CALLE 6,OTROS,DAC00121020,020 DAC121,C,0,0,8017.2,34,2025
CALLE 6,OTROS,DAC00087020,020 DAC087,C,0,0,11719.48,34,2025
CALLE 6,DONSSON,DAR02202025,025 DA2202,C,1,0,33748.54,34,2025
CALLE 6,OTROS,DAE01119115,115 GA1119,C,0,0,0.0,34,2025
CALLE 6,AUT*PARTS,DCE00580189,189 G580,C,0,1,6622.46,34,2025
CALLE 6,AUT*PARTS,DAE00980189,189 GA980,C,4,0,4333.66,34,2025
CALLE 6,OTROS,DAE01137136,136 AIP1024,C,0,0,11205.22,34,2025
CALLE 6,False,REVISIÓN PUERTA,False,C,0,0,0.0,34,2025
CALLE 6,False,HERRAMIENTA CENTRO LUBRICACION,False,C,0,0,0.0,34,2025
CALLE 6,False,VENTAS VALLADOLID,False,C,0,0,0.0,34,2025
CALLE 6,BALDWIN,BAB08174125,125 RS4622,C,0,0,144642.67,34,2025
CALLE 6,BALDWIN,BCE00585125,125 BF7661,C,0,0,11490.0,34,2025
CALLE 6,BALDWIN,BHE00959125,125 PT9374,C,0,0,38011.44,34,2025
CALLE 6,BALDWIN,BCE10958125,125 PE5270,C,0,0,53632.5,34,2025
CALLE 6,BALDWIN,BAE06235125,125 PA2375,C,2,0,273091.0,34,2025
CALLE 6,BALDWIN,BAC00180125,125 PA30096,C,0,1,110594.96,34,2025
CALLE 6,BALDWIN,BHE00960125,125 PT23592,C,0,0,248020.0,34,2025
CALLE 6,BALDWIN,BLS00256125,125 B7167,C,0,0,15823.0,34,2025
CALLE 6,BALDWIN,BHE00954125,125 PT23568MPG,C,0,0,92726.32,34,2025
CALLE 6,BALDWIN,BHE00953125,125 PT23499MPG,C,0,0,168969.29,34,2025
CALLE 6,AUT*PARTS,DLE00578189,189 G578,C,0,0,5500.0,34,2025
CALLE 6,AUT*PARTS,DAC00104189,189 DAC104,C,0,0,1925.0,34,2025
CALLE 6,AUT*PARTS,DAE01019189,189 GA1019,C,0,0,5150.0,34,2025
CALLE 6,AUT*PARTS,DAE01056189,189 GA1056,C,0,0,10600.0,34,2025
CALLE 6,AUT*PARTS,DAC00097189,189 DAC097,C,0,0,5150.0,34,2025
CALLE 6,AUT*PARTS,DLE00596189,189 G596,C,0,0,1400.0,34,2025
CALLE 6,AUT*PARTS,DCE00899189,189 G899,C,0,0,21074.47,34,2025
CALLE 6,False,SERV 8,False,C,0,0,0.0,34,2025
CALLE 6,BALDWIN,BCS00705125,125 BF46122,C,1,0,122457.18,34,2025
CALLE 6,BALDWIN,BAC00179125,125 PA5780,C,0,0,140706.05,34,2025
CALLE 6,BALDWIN,BAC00178125,125 PA5781,C,0,0,167431.27,34,2025
CALLE 6,BALDWIN,BAE08173125,125 PA2527,C,0,0,27525.25,34,2025
CALLE 6,BALDWIN,BAE09172125,125 PA31001,C,0,1,89252.75,34,2025
CALLE 6,BALDWIN,BAB09171125,125 RS5361,C,0,0,243748.0,34,2025
CALLE 6,BALDWIN,BAB08171125,125 RS5534,C,0,1,264319.0,34,2025
CALLE 6,BALDWIN,BAE10433125,125 PA5700,C,2,0,51256.93,34,2025
CALLE 6,BALDWIN,BLS00706125,125 B40056,C,0,1,51753.19,34,2025
CALLE 6,BALDWIN,BHE00704125,125 BT8472,C,0,0,34280.91,34,2025
CALLE 6,BALDWIN,BHE00566125,125 PT23600,C,0,0,130410.22,34,2025
CALLE 6,DONSSON,DAB08158025,025 DA8158,C,0,0,0.0,34,2025
CALLE 6,RACOR USA,DCE10955138,138 FBO-60357,C,1,0,311832.0,34,2025
CALLE 6,RACOR USA,DCE25955138,138 FBO-60338,C,0,0,406698.25,34,2025
CALLE 6,RACOR USA,DCX00955138,138 FBO-14-DPL,C,0,0,2253356.5,34,2025
CALLE 6,OTROS,DAE00974136,136 AIP694,C,0,0,12528.05,34,2025
CALLE 6,DONSSON,DAE08092025,025 DA8092,C,0,0,0.0,34,2025
CALLE 6,DONSSON,DAB08169025,025 DA8169,C,0,0,26636.7,34,2025
CALLE 6,DONSSON,DAB09122025,025 DA9122,C,0,0,0.0,34,2025
CALLE 6,DONSSON,DAB08122025,025 DA8122,C,0,1,0.0,34,2025
CALLE 6,OTROS,DAE01138136,136 AIP782,C,0,0,15203.2,34,2025
CALLE 6,OTROS,DAE01139136,136 AIP953,C,0,0,15044.04,34,2025
CALLE 6,BALDWIN,BAS07808125,125 PA2831,C,0,0,47206.0,34,2025
CALLE 6,BALDWIN,BLS00703125,125 BA5375,C,0,0,102852.0,34,2025
CALLE 6,BALDWIN,BAC00177125,125 PA5666,C,0,0,146208.4,34,2025
CALLE 6,BALDWIN,BAC00176125,125 PA5656,C,0,1,115549.25,34,2025
CALLE 6,DONSSON,DAB08087025,025 DA8087,C,1,0,49826.12,34,2025
CALLE 6,DONSSON,DAB14968025,025 DA4968A,C,1,0,8628.82,34,2025
CALLE 6,DONSSON,DAC00150025,025 DAC150,C,0,0,21004.98,34,2025
CALLE 6,DONSSON,DAC00148025,025 DAC148,C,0,0,10162.31,34,2025
CALLE 6,OTROS,DCE00936139,139 F-1248,C,0,0,16955.0,34,2025
CALLE 6,OTROS,DAE00905115,115 GA905,C,0,0,11970.15,34,2025
CALLE 6,DONSSON,DAB08162025,025 DA8162,C,1,0,25183.2,34,2025
CALLE 6,RACOR USA,DCX73053138,138 731000FH2,C,0,0,1652754.0,34,2025
CALLE 6,DONSSON,DAC00147025,025 DAC147,C,0,0,5470.09,34,2025
CALLE 6,DONSSON,DAC00146025,025 DAC146,C,0,0,47656.39,34,2025
CALLE 6,RACOR BRASIL,DCX20225137,137 KR5005,C,0,0,206841.26,34,2025
CALLE 6,OTROS,DCE00952109,109 P502136,C,0,0,4820.0,34,2025
CALLE 6,OTROS,DAE00779122,122 KAF506,C,0,0,12076.73,34,2025
CALLE 6,BALDWIN,BAS07810125,125 PA2827,C,0,0,80443.22,34,2025
CALLE 6,BALDWIN,BAE02276125,125 PA2453,C,0,0,87993.5,34,2025
CALLE 6,BALDWIN,BAE09167125,125 PA2615,C,0,0,46322.0,34,2025
CALLE 6,BALDWIN,BAE08167125,125 PA2614,C,0,0,60748.5,34,2025
CALLE 6,BALDWIN,BHE00650125,125 PT9446,C,0,0,17563.5,34,2025
CALLE 6,DONSSON,DAC00174025,025 DAC174,C,0,1,56291.03,34,2025
CALLE 6,BALDWIN,BAC10172125,125 PA30004,C,0,0,243963.0,34,2025
CALLE 6,RAMA,DCX00352225,225 GX352,C,0,0,0.0,34,2025
CALLE 6,OTROS,DAE01136136,136 AIP939,C,0,0,7796.25,34,2025
CALLE 6,DONSSON,DAC00172025,025 DAC172,C,0,0,55788.62,34,2025
CALLE 6,BALDWIN,BCS00702125,125 BF5801,C,3,0,14114.0,34,2025
CALLE 6,RACOR USA,DCX00292138,138 320R-RAC-01,C,0,0,95030.5,34,2025
CALLE 6,RACOR USA,DCX10036138,138 75500MAX-M10,C,0,0,2998610.0,34,2025
CALLE 6,DONSSON,DAS07827025,025 DA7827,C,0,1,76736.72,34,2025
CALLE 6,OTROS,DAX02276020,020 GX2276,C,0,0,1228000.0,34,2025
CALLE 6,BALDWIN,BHE00951125,125 PT8380,C,0,1,235365.92,34,2025
CALLE 6,BALDWIN,BAS07831125,125 PA3867,C,0,0,191908.0,34,2025
CALLE 6,BALDWIN,BHE00949125,125 PT9452,C,0,1,122216.33,34,2025
CALLE 6,BALDWIN,BAS07830125,125 PA30170,C,0,0,165126.5,34,2025
CALLE 6,BALDWIN,BAE03050125,125 RS5395FN,C,0,0,19942.9,34,2025
CALLE 6,BALDWIN,BCS00698125,125 BF46078D,C,0,0,29665.07,34,2025
CALLE 6,BALDWIN,BAC00171125,125 PA3822,C,0,0,33144.0,34,2025
CALLE 6,BALDWIN,BAC00170125,125 PA4474,C,0,0,33478.0,34,2025
CALLE 6,BALDWIN,BAE09143125,125 PA2702,C,0,0,23726.5,34,2025
CALLE 6,OTROS,DAE01135136,136 AIP930,C,0,0,12667.49,34,2025
CALLE 6,OTROS,DLE00948136,136 OLP127,C,0,0,18402.0,34,2025
CALLE 6,RACOR USA,DAE00946138,138 CCV55248-08,C,0,0,67000.0,34,2025
CALLE 6,RACOR USA,DCE00947138,138 CLS47133-01,C,0,0,87309.0,34,2025
CALLE 6,BALDWIN,BAS07829125,125 PA3643,C,0,0,48846.28,34,2025
CALLE 6,BALDWIN,BAE04081125,125 PA1819,C,0,0,25549.0,34,2025
CALLE 6,BALDWIN,BAC00169125,125 PA30081,C,0,0,135975.84,34,2025
CALLE 6,BALDWIN,BAC00098125,125 PA30080,C,2,0,81671.51,34,2025
CALLE 6,MOBIL NACIONAL,AGB0GRAS030,030 GRASA BALDE,C,0,0,267417.44,34,2025
CALLE 6,MOBIL NACIONAL,ALQ10W4T030,030 MOBIL 1-10W40,C,2,0,24954.33,34,2025
CALLE 6,BALDWIN,BAB08163125,125 RS5356,C,0,0,259530.0,34,2025
CALLE 6,BALDWIN,BAC00168125,125 PA3804,C,0,0,21238.0,34,2025
CALLE 6,BALDWIN,BCS10535125,125 BF1329,C,0,1,68305.87,34,2025
CALLE 6,BALDWIN,BAC00167125,125 PA5336,C,0,0,84826.0,34,2025
CALLE 6,BALDWIN,BAC00166125,125 PA4955,C,0,0,26277.5,34,2025
CALLE 6,BALDWIN,BCS00696125,125 BF46040D,C,2,0,56661.78,34,2025
CALLE 6,BALDWIN,BAE16929125,125 PA30004,C,0,0,88670.0,34,2025
CALLE 6,BALDWIN,BAC00165125,125 PA5723,C,0,0,48294.6,34,2025
CALLE 6,BALDWIN,BAP08165125,125 CA5789,C,0,0,318776.0,34,2025
CALLE 6,BALDWIN,BAC00189125,125 PA5654,C,0,0,79677.57,34,2025
CALLE 6,BALDWIN,BAE08164125,125 PA3765,C,0,0,306281.0,34,2025
CALLE 6,OTROS,DHE00945038,038 927585,C,0,0,429000.0,34,2025
CALLE 6,OTROS,DLE00944136,136 OLP117,C,0,0,9570.11,34,2025
CALLE 6,OTROS,DCE00937136,136 FLP476,C,0,1,14473.4,34,2025
CALLE 6,OTROS,DCS00518136,136 FLP358,C,0,0,11438.66,34,2025
CALLE 6,OTROS,DAE01127136,136 AIP977,C,0,0,16747.5,34,2025
CALLE 6,OTROS,DAE01134136,136 AIP861,C,1,0,7947.5,34,2025
CALLE 6,OTROS,DAE00694122,122 KAF502,C,0,0,9630.43,34,2025
CALLE 6,OTROS,DHS00695109,109 P569206,C,0,1,171823.0,34,2025
CALLE 6,OTROS,DAE01133136,136 AIP985,C,0,0,8373.75,34,2025
CALLE 6,TEKCOOL,DRT2750F034,034 2750-55GL,C,0,0,1125300.0,34,2025
CALLE 6,TEKCOOL,DRP2750F034,034 2750-20K,C,0,0,105200.0,34,2025
CALLE 6,TEKCOOL,DDP07000034,False,C,0,0,72500.0,34,2025
CALLE 6,OTROS,DAE01110122,122 KAF747,C,0,0,4656.5,34,2025
CALLE 6,BALDWIN,BCE00942125,125 PF7812 KIT,C,0,0,135114.0,34,2025
CALLE 6,BALDWIN,BCE00941125,125 BF7776,C,0,0,7160.63,34,2025
CALLE 6,BALDWIN,BAE01132125,125 PA4439,C,0,0,17745.36,34,2025
CALLE 6,BALDWIN,BCS00693125,125 BF1210,C,0,0,89402.67,34,2025
CALLE 6,RACOR USA,DCX00228138,138 RK21113,C,0,0,150206.93,34,2025
CALLE 6,OTROS,DCE00906139,139 G906,C,0,0,11280.17,34,2025
CALLE 6,BALDWIN,BAB09160125,125 RS5443,C,0,0,34705.21,34,2025
CALLE 6,BALDWIN,BAB08160125,125 RS5442,C,0,0,22273.0,34,2025
CALLE 6,BALDWIN,BAS07827125,125 PA5762,C,0,1,170335.0,34,2025
CALLE 6,OTROS,DAE01131136,136 AIP975,C,0,0,7625.77,34,2025
CALLE 6,OTROS,DAE00684122,122 KAF525,C,0,0,6667.0,34,2025
CALLE 6,RACOR USA,DCX75053138,138 751000FV,C,0,0,4044346.0,34,2025
CALLE 6,RACOR USA,DCX77053138,138 771000FH,C,0,0,1771531.0,34,2025
CALLE 6,BALDWIN,BCE00940125,125 PF46112,C,3,1,20300.58,34,2025
CALLE 6,BALDWIN,BAP08159125,125 CA5278,C,0,1,202858.04,34,2025
CALLE 6,BALDWIN,BCS00689125,125 BF980,C,0,0,59552.63,34,2025
CALLE 6,BALDWIN,BAC00134125,125 PA4462,C,0,0,41529.26,34,2025
CALLE 6,BALDWIN,BAB08158125,125 RS5730,C,0,0,308011.0,34,2025
CALLE 6,BALDWIN,BCS00688125,125 BF46085,C,0,0,55104.89,34,2025
CALLE 6,RACOR USA,DCX00245138,138 PFRK61730,C,1,0,28580.27,34,2025
CALLE 6,OTROS,DAE01130136,136 AIP935,C,0,0,20524.15,34,2025
CALLE 6,OTROS,DCS00247136,136 OLP011,C,0,0,14969.41,34,2025
CALLE 6,OTROS,DCS00245136,136 FLP336,C,0,0,8910.0,34,2025
CALLE 6,DONSSON,DAB09138025,025 DA9138,C,0,0,26728.79,34,2025
CALLE 6,DONSSON,DAB08138025,025 DA8138,C,1,0,69060.46,34,2025
CALLE 6,OTROS,DCS00331122,122 KFF1T70,C,0,0,9211.7,34,2025
CALLE 6,OTROS,DCS00235122,122 KDF7533,C,0,0,6886.77,34,2025
CALLE 6,OTROS,DCE00580122,122 G580,C,0,0,8000.0,34,2025
CALLE 6,OTROS,DCS00340122,122 KDF9470,C,0,0,8194.63,34,2025
CALLE 6,OTROS,DAE01035136,136 AIP756,C,0,0,18580.61,34,2025
CALLE 6,BALDWIN,BWS10122125,125 B5177,C,0,0,58041.0,34,2025
CALLE 6,BALDWIN,BAB08157125,125 RS30168,C,0,0,288017.67,34,2025
CALLE 6,BALDWIN,BAC00163125,125 PA30110,C,0,0,62852.48,34,2025
CALLE 6,BALDWIN,BHS00686125,125 BT9362MPG,C,0,1,167533.0,34,2025
CALLE 6,BALDWIN,BHS00685125,125 BT9400MPG,C,0,0,191599.88,34,2025
CALLE 6,BALDWIN,BAX00362125,125 PA2723,C,0,0,224669.3,34,2025
CALLE 6,OTROS,DAE01032136,136 AIP552,C,0,0,19140.0,34,2025
CALLE 6,OTROS,DAE01128136,136 AIP974,C,2,0,5500.0,34,2025
CALLE 6,TEKCOOL,DRT2000R034,034 2000R-55GL,C,0,0,0.0,34,2025
CALLE 6,DONSSON,DAE02082025,025 DA2082,C,0,0,18625.01,34,2025
CALLE 6,False,SCFA,False,C,0,0,0.0,34,2025
CALLE 6,False,SCFC,False,C,0,0,0.0,34,2025
CALLE 6,False,SCFB,False,C,0,0,0.0,34,2025
CALLE 6,BALDWIN,BAB08154125,125 RS5745,C,0,0,106376.0,34,2025
CALLE 6,BALDWIN,BCX00361125,125 200GK,C,0,0,5212.0,34,2025
CALLE 6,BALDWIN,BLS00684125,125 BA5378,C,0,0,51629.32,34,2025
CALLE 6,BALDWIN,BHE00638125,125 P7178,C,0,0,94797.0,34,2025
CALLE 6,BALDWIN,BHE00939125,125 PT8893,C,0,0,117820.25,34,2025
CALLE 6,BALDWIN,BLS00552125,125 B40000,C,0,0,8539.97,34,2025
CALLE 6,False,ACTIVO FIJO,False,C,0,0,0.0,34,2025
CALLE 6,OTROS,DAE01098122,122 KAF878,C,0,0,8584.0,34,2025
CALLE 6,OTROS,DCS00206122,122 OK55123570,C,0,0,2531.5,34,2025
CALLE 6,OTROS,DAE00967122,122 KAF552,C,0,0,6417.73,34,2025
CALLE 6,OTROS,DAE01125122,122 KAF883,C,0,0,8487.73,34,2025
CALLE 6,MOBIL NACIONAL,AGBGRASA030,030 GRASA,C,0,0,26.84,34,2025
CALLE 6,BALDWIN,BAE16001125,125 PA1765 FOAM,C,0,0,19964.0,34,2025
CALLE 6,OTROS,DAE05001024,024 DA5001,C,0,0,11128.0,34,2025
CALLE 6,OTROS,DAC00159020,020 DAC159,C,0,0,7545.6,34,2025
CALLE 6,OTROS,DAC00156020,020 DAC156,C,0,0,11270.22,34,2025
CALLE 6,OTROS,DAC00158020,020 DAC158,C,0,0,10280.88,34,2025
CALLE 6,OTROS,DAC00157020,020 DAC157,C,0,0,9133.82,34,2025
CALLE 6,OTROS,DAC00160020,020 DAC160,C,0,0,7796.85,34,2025
CALLE 6,OTROS,DAE01126136,136 AIP937,C,0,0,16185.31,34,2025
CALLE 6,OTROS,DAE00699136,136 AIP886,C,0,0,8783.76,34,2025
CALLE 6,DONSSON,DAC00145025,025 DAC145,C,0,0,12229.16,34,2025
CALLE 6,DONSSON,DAC00143025,025 DAC143,C,0,0,0.0,34,2025
CALLE 6,DONSSON,DAC00094025,025 DAC094,C,0,0,11731.9,34,2025
CALLE 6,DONSSON,DAC00173025,025 DAC173,C,0,0,5422.29,34,2025
CALLE 6,RACOR BRASIL,DHE00317137,137 RP352,C,1,1,7918.84,34,2025
CALLE 6,RACOR BRASIL,DCE00820137,137 RC400,C,2,0,44716.43,34,2025
CALLE 6,RACOR BRASIL,DCE00682137,137 RC399,C,0,1,49253.7,34,2025
CALLE 6,RACOR BRASIL,DCS00681137,137 R90-30MB,C,0,0,44915.63,34,2025
CALLE 6,RACOR BRASIL,DCS10287137,137 R120L-10MB-AQII,C,1,0,71962.83,34,2025
CALLE 6,RACOR BRASIL,DCX00226137,137 KR20014,C,0,1,37962.0,34,2025
CALLE 6,RACOR BRASIL,DCE10128137,137 2040TM,C,0,1,20948.69,34,2025
CALLE 6,OTROS,DAE01062122,122 AIP747,C,0,0,9313.0,34,2025
CALLE 6,OTROS,DAE01096122,122 KAF861,C,0,0,6437.0,34,2025
CALLE 6,OTROS,DAE01084122,122 KAF863,C,0,0,7121.16,34,2025
CALLE 6,BALDWIN,BAS07813125,125 PA3555,C,0,0,161856.15,34,2025
CALLE 6,BALDWIN,BAE09153125,125 PA30072,C,0,0,132208.92,34,2025
CALLE 6,BALDWIN,BAP08153125,125 CA30071,C,0,0,217520.71,34,2025
CALLE 6,BALDWIN,BAE08064125,125 PA2608,C,0,0,281380.0,34,2025
CALLE 6,OTROS,DAX02547109,109 G110119,C,0,1,456008.0,34,2025
CALLE 6,OTROS,DLE00722115,115 WT588004P,C,0,0,4605.66,34,2025
CALLE 6,OTROS,DCE00508115,115 WT-8317,C,0,0,9989.43,34,2025
CALLE 6,OTROS,DCS00680182,182 FS36209,C,0,0,67452.97,34,2025
CALLE 6,OTROS,DAE01124136,136 AIP960,C,0,0,5802.5,34,2025
CALLE 6,OTROS,DAE00625136,136 AIP605,C,0,0,5720.0,34,2025
CALLE 6,OTROS,DAE00590136,136 AIP550,C,0,0,10120.0,34,2025
CALLE 6,OTROS,DCX00585136,136 FLPB426,C,0,1,37350.81,34,2025
CALLE 6,OTROS,DCE00936136,136 G936,C,0,0,22495.0,34,2025
CALLE 6,OTROS,DAE01123136,136 GA1123,C,0,0,13823.62,34,2025
CALLE 6,OTROS,DAE01085122,122 KAF737,C,0,0,7107.6,34,2025
CALLE 6,RACOR USA,DCX00900138,138 RK11192701,C,0,1,77283.41,34,2025
CALLE 6,OTROS,DAE01024122,122 KAF719,C,0,1,8314.14,34,2025
CALLE 6,OTROS,DAE00735122,122 KAF536,C,0,0,7061.93,34,2025
CALLE 6,OTROS,DAE00740122,122 KAF663,C,0,0,8827.41,34,2025
CALLE 6,OTROS,DAE00727122,122 KAF533,C,0,0,6888.31,34,2025
CALLE 6,RACOR USA,DCS10304138,138 S3212,C,1,0,49851.78,34,2025
CALLE 6,OTROS,DAE05558136,136 AIP641,C,0,0,13921.37,34,2025
CALLE 6,OTROS,DAE01122136,136 AIP968,C,0,0,10375.2,34,2025
CALLE 6,BALDWIN,BAC00121125,125 PA5679,C,6,0,33451.11,34,2025
CALLE 6,BALDWIN,BAC00154125,125 PA5668,C,1,0,137735.61,34,2025
CALLE 6,BALDWIN,BAB08150125,125 RS5749,C,0,0,108722.56,34,2025
CALLE 6,BALDWIN,BCS20172125,125 BF1222O,C,0,0,17525.5,34,2025
CALLE 6,BALDWIN,BLE00693125,125 P7450,C,1,0,12414.4,34,2025
CALLE 6,BALDWIN,BAE01121125,125 RS4450,C,0,0,32567.97,34,2025
CALLE 6,BALDWIN,BAS07828125,125 PA2820,C,0,0,80097.0,34,2025
CALLE 6,OTROS,DAE00459122,122 KAF532,C,0,0,6193.99,34,2025
CALLE 6,OTROS,DAE01032122,122 KAF540,C,0,0,9310.0,34,2025
CALLE 6,OTROS,DAE06943122,122 KAF573,C,0,0,8206.78,34,2025
CALLE 6,DONSSON,DAS07828025,025 DA7828,C,1,0,52787.89,34,2025
CALLE 6,RACOR BRASIL,DCS10661137,137 R26-10MB-AQII,C,0,1,61728.98,34,2025
CALLE 6,RACOR BRASIL,DCS30352137,137 R45-30M,C,0,0,21867.93,34,2025
CALLE 6,RACOR BRASIL,DCS30270137,137 R60-30M,C,0,0,20311.25,34,2025
CALLE 6,RACOR BRASIL,DCS10270137,137 R60-10M,C,0,0,39672.76,34,2025
CALLE 6,OTROS,DAE00961122,122 GA961,C,0,0,9630.43,34,2025
CALLE 6,OTROS,DAE06834122,122 KAF556,C,0,0,2980.0,34,2025
CALLE 6,OTROS,DAE00890122,122 KAF579,C,0,0,4300.0,34,2025
CALLE 6,OTROS,DAE01070122,122 KAF739,C,0,0,12317.29,34,2025
CALLE 6,RACOR USA,DCE30933138,138 R23107-30,C,0,0,108959.09,34,2025
CALLE 6,RACOR USA,DCE10935138,138 FBO60354,C,0,1,307872.76,34,2025
CALLE 6,RACOR USA,DCE25935138,138 FBO60329,C,0,0,407509.29,34,2025
CALLE 6,RACOR USA,DCX00935138,138 FBO-10-DPL,C,0,0,1917176.0,34,2025
CALLE 6,RACOR USA,DCX00933138,138 23106-10,C,1,0,151820.94,34,2025
CALLE 6,OTROS,DAE00704136,136 AIP568,C,0,0,11059.15,34,2025
CALLE 6,DONSSON,DAB14872025,025 DA4872A,C,0,0,15439.83,34,2025
CALLE 6,DONSSON,DAB19003025,025 DA9003A,C,1,0,16086.1,34,2025
CALLE 6,DONSSON,DAB14028025,025 DA4028A,C,0,0,10201.78,34,2025
CALLE 6,DONSSON,DAB14852025,025 DA4852A,C,0,1,20475.91,34,2025
CALLE 6,OTROS,DCS00679136,136 FLP449,C,0,0,33010.89,34,2025
CALLE 6,OTROS,DCE00932136,136 FLP454,C,0,0,56727.0,34,2025
CALLE 6,BALDWIN,BAR03400125,125 PA2949FN,C,0,0,83786.0,34,2025
CALLE 6,DONSSON,DAB09069025,025 DA9069,C,0,1,32704.54,34,2025
CALLE 6,DONSSON,DAB09134025,025 DA9134,C,0,0,8137.04,34,2025
CALLE 6,OTROS,DAC00131020,020 DAC131,C,0,0,6498.65,34,2025
CALLE 6,OTROS,DAC00153020,020 DAC153,C,0,0,7498.44,34,2025
CALLE 6,OTROS,DCS00343139,139 F-7F401,C,0,0,9725.49,34,2025
CALLE 6,DONSSON,DAB08123025,025 DA8123,C,1,1,31714.27,34,2025
CALLE 6,OTROS,DSS00393109,109 P782909,C,0,0,214943.0,34,2025
CALLE 6,BALDWIN,BAP08149125,125 CA30102,C,1,0,336396.29,34,2025
CALLE 6,BALDWIN,BLS00678125,125 B7486,C,0,0,108966.14,34,2025
CALLE 6,OTROS,DAE05903136,136 AIP561,C,0,0,8922.67,34,2025
CALLE 6,OTROS,DAE6737136,136 AIP524,C,0,0,10115.82,34,2025
CALLE 6,OTROS,DAE01039122,122 KAF643,C,0,0,7782.43,34,2025
CALLE 6,OTROS,DAE00388122,122 KAF503,C,0,0,8307.86,34,2025
CALLE 6,BALDWIN,BCE00639125,125 PF9907,C,3,0,43307.4,34,2025
CALLE 6,RACOR USA,DCX00356138,138 RK23284,C,0,0,63539.5,34,2025
CALLE 6,RACOR USA,DCS00292138,138 S3227,C,0,0,101191.21,34,2025
CALLE 6,RACOR USA,DCS10121138,138 S3213,C,1,0,99548.21,34,2025
CALLE 6,RACOR USA,DCX00357138,138 RK32036,C,0,0,64604.48,34,2025
CALLE 6,RACOR USA,DCX00359138,138 RK15013D,C,0,0,32333.5,34,2025
CALLE 6,RACOR USA,DCX00360138,138 RK111952,C,0,0,51271.6,34,2025
CALLE 6,RACOR USA,DCS10173138,138 R24P,C,1,0,89663.27,34,2025
CALLE 6,RACOR USA,DCE00354138,138 R15P,C,0,0,59400.1,34,2025
CALLE 6,RACOR USA,DCS30377138,138 R120P,C,0,0,99250.0,34,2025
CALLE 6,RACOR USA,DCX00354138,138 120AT,C,0,0,252716.43,34,2025
CALLE 6,OTROS,DAE01065122,122 KAF703,C,0,0,8910.66,34,2025
CALLE 6,OTROS,DCE00682122,122 KDTF9996,C,0,0,23645.47,34,2025
CALLE 6,OTROS,DCE00479122,122  KFF4564,C,0,0,4388.16,34,2025
CALLE 6,OTROS,DAE00934122,122 KAF519,C,0,0,3768.21,34,2025
CALLE 6,OTROS,DAE00589122,122 KAF605,C,0,0,8309.3,34,2025
CALLE 6,OTROS,DAE00829122,122 KAF554,C,0,0,5803.0,34,2025
CALLE 6,OTROS,DAE00939122,122 KAF601,C,0,0,8318.19,34,2025
CALLE 6,OTROS,DAE08123122,122 KAF756,C,0,0,15118.58,34,2025
CALLE 6,OTROS,DCE00552122,122 KFF4010P,C,0,0,5207.6,34,2025
CALLE 6,OTROS,DAE01092122,122 KAF705,C,0,0,9484.86,34,2025
CALLE 6,OTROS,DAE00717122,122 KAF521,C,0,0,5727.11,34,2025
